ovoko_model_id,manufacturer,model,year_start,year_end
1,Audi,A4 S4 B5 8D,1994,1999
2,Audi,A4 S4 B5 8D,1999,2000
3,Audi,A4 S4 B6 8E 8H,2001,2005
6,Audi,A6 S6 C4 4A,1994,1997
7,Audi,A6 S6 C5 4B,1997,2005
20,Audi,A3 S3 8L,1996,2003
21,Audi,A3 S3 8P,2003,2012
22,Audi,A3 S3 8V,2013,2019
23,BMW,5 E34,1988,1996
25,Audi,A6 S6 C6 4F,2004,2011
29,BMW,7 F01 F02 F03 F04,2008,2016
30,BMW,7 E65 E66,2001,2008
31,Renault,Megane I,1995,2002
32,BMW,7 E38,1993,2001
33,BMW,7 E23,1977,1986
34,BMW,7 E32,1986,1994
36,Audi,A4 S4 B7 8E 8H,2005,2008
37,Audi,A4 S4 B8 8K,2008,2015
38,Opel,Astra F,1992,1998
44,Audi,A4 S4 B9,2015,2019
45,Volkswagen,PASSAT B8,2015,2023
46,Volkswagen,PASSAT B7,2011,2014
47,Volkswagen,PASSAT CC,2008,2016
48,Volkswagen,PASSAT B6,2005,2010
49,Volkswagen,PASSAT B5.5,2001,2005
50,Volkswagen,PASSAT B5,1997,2000
51,Volkswagen,PASSAT B4,1994,1996
52,Volkswagen,PASSAT B3,1988,1993
53,Volkswagen,PASSAT B2,1985,1988
54,Volkswagen,PASSAT,1981,1985
55,Volkswagen,PASSAT,1978,1980
56,Volkswagen,PASSAT,1973,1977
57,Volkswagen,Golf VII,2013,2019
58,Volkswagen,Golf VI,2008,2013
59,Volkswagen,Golf V,2003,2009
60,Volkswagen,Golf IV,1998,2005
61,Volkswagen,Golf III,1992,1997
62,Volkswagen,Golf II,1984,1991
63,Volkswagen,Golf I,1975,1984
64,Volkswagen,Polo V 6R,2009,2017
65,Volkswagen,Polo IV 9N3,2005,2009
66,Volkswagen,Polo III 6N 6N2 6NF,1995,2001
67,Volkswagen,Polo II 86C 2F,1982,1994
68,Volkswagen,Polo I 86,1975,1981
69,Volkswagen,Transporter - Caravelle T5,2003,2015
70,Volkswagen,Transporter - Caravelle T4,1991,2003
71,Volkswagen,Transporter - Caravelle T6,2016,
72,Volkswagen,Transporter - Caravelle T3,1980,1990
73,Volkswagen,Transporter - Caravelle T2,1967,1979
74,Volkswagen,Caddy,2011,2016
75,Volkswagen,Caddy,2004,2010
76,Volkswagen,Caddy,1979,1996
77,Volkswagen,Caddy,1996,2003
78,Volkswagen,Sharan,2011,
79,Volkswagen,Sharan,2001,2010
80,Volkswagen,Sharan,1996,2000
81,Volkswagen,Jetta VI,2011,2018
82,Volkswagen,Jetta V,2005,2010
83,Volkswagen,Jetta II,1984,1992
84,Volkswagen,Jetta I,1980,1984
85,Volkswagen,Touran I,2003,2010
86,Volkswagen,Touran II,2010,2016
87,Volkswagen,II LT,1996,2006
88,Volkswagen,I LT,1975,1996
89,Volkswagen,Vento,1992,1998
90,Volkswagen,Lupo,1998,2005
91,Volkswagen,Bora,1998,2005
92,Volkswagen,Touareg I,2002,2010
93,Volkswagen,Touareg II,2010,2018
94,Volkswagen,Tiguan,2007,2016
95,Volkswagen,Golf Plus,2005,2013
96,Volkswagen,Golf Cross,,
97,Volkswagen,Golf Sportsvan,2014,2020
98,Volkswagen,Beetle A5,2011,2018
99,Volkswagen,New Beetle,1998,2010
100,Volkswagen,Beetle 1200,1946,1985
101,Volkswagen,Beetle 1300,1946,1985
102,Volkswagen,Beetle 1500,1946,1985
103,Volkswagen,Beetle 1303,1946,1985
104,Volkswagen,Beetle 1302,1946,1985
105,Volkswagen,Crafter,2006,2016
106,Volkswagen,Corrado,1988,1995
107,Volkswagen,Taro,,
108,Volkswagen,Scirocco,1974,1981
109,Volkswagen,Scirocco,1981,1992
110,Volkswagen,Scirocco,2008,2016
111,Volkswagen,Amarok,2010,2020
112,Volkswagen,Phaeton,2002,2016
113,Volkswagen,Golf SportWagen,,
114,Volkswagen,Fox,,
115,Volkswagen,Passat Alltrack,,
116,Volkswagen,Eos,2006,2010
117,Volkswagen,Eos,2011,2016
118,Volkswagen,Santana,1981,1985
119,Volkswagen,Up,2011,
120,ZAZ,101,1968,1971
121,ZAZ,103,1972,1975
122,Opel,Astra G,1998,2009
123,Opel,Astra H,2004,2012
124,Opel,Astra J,2010,2015
125,Opel,Vectra A,1988,1995
126,Opel,Vectra B,1996,2002
127,Opel,Vectra C,2002,2005
128,Opel,Vectra C,2005,2009
129,Opel,Omega A,1986,1990
130,Opel,Omega A,1990,1993
131,Opel,Omega B1,1994,1999
132,Opel,Omega B2,1999,2003
133,Opel,Corsa A,1983,1993
134,Opel,Corsa B,1993,2000
135,Opel,Corsa C,2000,2006
136,Opel,Corsa D,2006,2014
137,Opel,Corsa E,2014,2019
138,Opel,Zafira A,1999,2005
139,Opel,Zafira B,2005,2014
140,Opel,Zafira C,2011,2019
141,Opel,Kadett A,1962,1965
142,Opel,Kadett B,1965,1973
143,Opel,Kadett C,1974,1977
144,Opel,Kadett C,1978,1979
145,Opel,Kadett D,1980,1984
146,Opel,Kadett E,1985,1991
147,Opel,Combo A,1986,1993
148,Opel,Combo B,1993,2001
149,Opel,Combo C,2001,2011
150,Opel,Combo D,2011,2017
151,Opel,Frontera A,1991,1998
152,Opel,Frontera B,1998,2004
153,Opel,Rekord Olympia,1953,1957
154,Opel,Rekord PI,1957,1960
155,Opel,Rekord PII,1960,1963
156,Opel,Rekord A,1963,1965
157,Opel,Rekord B,1965,1966
158,Opel,Rekord C,1967,1971
159,Opel,Rekord D,1972,1977
160,Opel,Rekord E1,1978,1982
161,Opel,Rekord E2,1982,1986
162,Opel,Vivaro,2001,2014
163,Opel,Vivaro,2014,2018
164,Opel,Ascona A,1970,1975
165,Opel,Ascona B,1975,1981
166,Opel,Ascona C,1981,1988
167,Opel,Calibra,1989,1997
168,Opel,Tigra A,1994,2000
169,Opel,Tigra B,2004,2009
170,Opel,Meriva A,2003,2010
171,Opel,Meriva B,2010,2016
172,Opel,Agila A,2000,2007
173,Opel,Agila B,2007,2016
174,Opel,Sintra,1996,1999
175,Opel,Manta A,1970,1975
176,Opel,Manta B,1975,1988
177,Opel,Campo,1992,2001
178,Opel,Insignia A,2008,2017
179,Opel,Movano A,1998,2010
180,Opel,Movano B,2010,2022
181,Opel,Commodore A,1967,1971
182,Opel,Commodore B,1972,1977
183,Opel,Commodore C,1978,1982
184,Opel,Senator A,1978,1986
185,Opel,Senator B,1987,1993
186,Opel,Monza A1,1978,1982
187,Opel,Monza A2,1982,1986
188,Opel,Monterey,1991,1999
189,Opel,Signum,2003,2008
190,Opel,Speedster,2000,2005
191,Opel,Antara,2006,2016
192,Opel,Admiral,1937,1939
193,Opel,Admiral A,1964,1968
194,Opel,Admiral B,1969,1977
195,Opel,Kapitan,1938,1970
196,Opel,GT,1968,1973
197,Opel,GT,2007,2010
198,Opel,Diplomat A,1964,1968
199,Opel,Diplomat B,1969,1977
200,Opel,Ampera- E,2017,
201,Opel,Mokka,2012,2016
202,Opel,Adam,2012,2019
203,Audi,A6 S6 C7 4G,2011,2018
205,Renault,Megane II,2002,2005
206,Renault,Megane II,2006,2008
207,Renault,Megane III,2009,2016
208,Renault,Scenic I,1996,2003
209,Renault,Scenic II -  Grand scenic II,2003,2006
210,Renault,Scenic II -  Grand scenic II,2006,2009
211,Renault,Scenic III -  Grand scenic III,2009,2016
212,Renault,Scenic RX,,
213,Renault,Master I,1980,1997
214,Renault,Master II,1998,2003
215,Renault,Master II,2004,2010
216,Renault,Master III,2010,2024
217,Renault,Trafic I,1980,2001
218,Renault,Trafic II (X83),2001,2014
219,Renault,Trafic III (X82),2014,
220,Renault,Espace I,1984,1991
221,Renault,Espace II,1991,1997
222,Renault,Espace III,1997,2003
223,Renault,Espace -  Grand espace IV,2004,2014
224,Renault,Espace -  Grand espace V,2014,2016
225,Renault,19,1988,1996
226,Renault,Twingo I,1994,1998
227,Renault,Twingo I,1999,2006
228,Renault,Twingo II,2007,2014
229,Renault,Twingo III,2014,
230,Renault,5,,
231,Renault,Modus,2004,2007
232,Renault,Modus,2007,2012
233,Renault,Grand Modus,2008,2012
234,Renault,Express,,
235,Renault,Koleos I,2008,2016
236,Renault,4,,
237,Renault,Safrane,1992,2000
238,Renault,Mascott,,
239,Renault,Avantime,,
240,Renault,21,,
241,Renault,11,,
242,Renault,9,,
243,Renault,Vel Satis,,
244,Renault,Captur,2013,2020
245,Renault,Wind,2010,2013
246,Volvo,"S40, V40",1995,2004
247,Volvo,S40,2004,2007
248,Volvo,S40,2008,2012
249,Volvo,V40,2012,2019
250,Volvo,850,1991,1997
251,Volvo,940,1991,1998
252,Volvo,740,1984,1987
253,Volvo,740,1988,1992
254,Volvo,S80,1999,2003
255,Volvo,S80,2004,2006
256,Volvo,S80,2007,2013
257,Volvo,S80,2014,2016
258,Volvo,S60,2001,2004
259,Volvo,S60,2005,2010
260,Volvo,S60,2011,2013
261,Volvo,S60,2014,2018
262,Volvo,240,1975,1978
263,Volvo,240,1979,1980
264,Volvo,240,1981,1987
265,Volvo,240,1988,1993
266,Volvo,V50,2004,2007
267,Volvo,V50,2008,2012
268,Volvo,XC70,2001,2004
269,Volvo,XC70,2005,2007
270,Volvo,XC70,2008,2013
271,Volvo,XC70,2014,2016
272,Volvo,XC90,2003,2006
273,Volvo,XC90,2007,2014
274,Volvo,960,1991,1997
275,Volvo,C70,1998,2005
276,Volvo,C70,2006,2010
277,Volvo,C70,2010,2013
278,Volvo,760,1982,1987
279,Volvo,760,1988,1990
280,Volvo,460,1990,1996
281,Volvo,440,1989,1996
282,Volvo,140,1967,1975
283,Volvo,"Amazon 120, 121, 122, 123",1956,1970
284,Volvo,C30,2007,2010
285,Volvo,C30,2010,2013
286,Volvo,340 -  360,1982,1989
287,Volvo,XC60,2009,2013
288,Volvo,XC60,2014,2016
289,Volvo,"S90, V90",1997,1998
290,Volvo,V60,2011,2013
291,Volvo,V60,2013,2018
292,Volvo,480,1987,1995
293,Volvo,343 -  345,1976,1979
294,Volvo,343 -  345,1980,1981
295,Volvo,260,1975,1978
296,Volvo,260,1979,1980
297,Volvo,260,1981,1987
298,Volvo,160,1969,1975
299,Volvo,780,1987,1990
300,Volvo,V40 Cross country,2013,
301,Volvo,S70  V70  V70 XC,1997,2000
302,Volvo,V70,2000,2004
303,Volvo,V70,2005,2008
304,Volvo,V70,2008,2013
305,Volvo,V70,2014,2016
306,Audi,A3 S3 A3 Sportback 8P,2005,2013
307,Audi,100 C1,1968,1976
308,Audi,100 200 5000 C2,1976,1983
309,Audi,100 200 5000 C3,1982,1991
310,Audi,100 S4 C4,1990,1995
311,Audi,80 B1,1972,1978
312,Audi,80 90 B2,1978,1986
313,Audi,80 90 B3,1986,1991
314,Audi,80 90 S2 B4,1991,1996
315,Audi,A8 S8 D2 4D,1994,2002
316,Audi,A8 S8 D3 4E,2002,2009
317,Audi,A8 S8 D4 4H,2010,2016
318,Audi,A6 Allroad C5,1999,2005
319,Audi,A6 Allroad C6,2006,2011
320,Audi,A6 Allroad C7,2012,2016
321,Audi,TT Mk1,1999,2006
322,Audi,TT TTS Mk2,2006,2014
323,Audi,TT TTS RS Mk3 8S,2014,
324,Audi,A2,,
325,Audi,A5 8T 8F,2007,2016
326,Audi,S5,2007,2017
327,Audi,V8,,
328,Audi,Q7 4L,2005,2015
329,Audi,Q7 4M,2015,
330,Audi,Q5 SQ5 8R,2008,2017
331,Audi,A1,2010,2018
332,Audi,S1,,
333,Audi,A4 Allroad,,
334,Audi,RS2,,
335,Audi,RS4,,
336,Audi,RS6,,
337,Audi,A7 S7 4G,2011,2017
338,Audi,R8 42,2006,2015
339,Audi,RSQ3,,
340,Audi,Q3 8U,2011,2016
341,Aixam,400,1996,
342,Aixam,500,1996,
343,Aixam,A721,2005,
344,Aixam,A741,2005,
345,Aixam,A751,2005,
346,Aixam,Crossline,2005,
347,Aixam,Mega,2003,
348,Aixam,Scouty,2007,
349,Alfa Romeo,156,,
350,Alfa Romeo,164,,
351,Alfa Romeo,147,,
352,Alfa Romeo,145 - 146,,
353,Alfa Romeo,155,,
354,Alfa Romeo,166,1998,2003
355,Alfa Romeo,33,,
356,Alfa Romeo,GTV,,
357,Alfa Romeo,75,,
358,Alfa Romeo,159,,
359,Alfa Romeo,Alfasud  -  Sprint,,
360,Alfa Romeo,Spider,,
361,Alfa Romeo,Spider 2000,,
362,Alfa Romeo,90,,
363,Alfa Romeo,Alfetta,,
364,Alfa Romeo,GT,,
365,Alfa Romeo,Giulietta,,
366,Alfa Romeo,"1300,1600",1962,1978
367,Alfa Romeo,8C,,
368,Alfa Romeo,Mito,,
369,Alfa Romeo,Brera,,
370,Alfa Romeo,Crosswagon Q4,,
371,AMC,Rambler,,
372,AMC,Javelin,,
373,AMC,Pacer,,
374,Aston Martin,Vanquish V12,2001,2007
375,Austin,A40,,
376,Austin,Allegro,,
377,Austin,A30,,
378,BMC,850-1275,,
379,BMC,1100-1300,,
380,BMC,Allegro,,
381,BMC,Maxi,,
382,BMC,Marina,,
383,BMC,Princess,,
384,Buick,Park Avenue,,
385,Buick,Roadmaster,,
386,Buick,Skylark,,
387,Buick,LeSabre,,
388,Buick,Regal,,
389,Buick,Electra,,
390,Buick,Century,,
391,Buick,Special,,
392,Buick,Estate Wagon,,
393,Buick,Skyhawk,,
394,Buick,Riviera,,
395,Buick,Regal Somerset,,
396,Buick,Grand National,,
397,Cadillac,DeVille,,
398,Cadillac,STS Seville,,
399,Cadillac,SRX,,
400,Cadillac,BLS,,
401,Cadillac,Eldorado,,
402,Cadillac,CTS,,
403,Cadillac,Escalade,,
404,Cadillac,Fleetwood,,
405,Cadillac,Allante,,
406,Cadillac,XLR,,
407,Casalini,Ydea,,
408,Casalini,Sulky  -  P-U,,
409,Checker,Cab,,
410,Chevrolet,Trans Sport,,
411,Chevrolet,Blazer,,
412,Chevrolet,Blazer S10,,
413,Chevrolet,Van G10,,
414,Chevrolet,Van G20,,
415,Chevrolet,Van G30,,
416,Chevrolet,TRUCK C - K 30,,
417,Chevrolet,TRUCK C - K 20,,
418,Chevrolet,TRUCK C - K 10,,
419,Chevrolet,TRUCK C - K 3500,1993,1996
420,Chevrolet,TRUCK C - K 2500,1991,2015
421,Chevrolet,TRUCK C - K 1500,1991,1996
422,Chevrolet,Corvette,,
423,Chevrolet,Astro,,
424,Chevrolet,Camaro,,
425,Chevrolet,S10 PickUp,,
426,Chevrolet,Tahoe,,
427,Chevrolet,Silverado,,
428,Chevrolet,TrailBlazer,,
429,Chevrolet,Suburban,,
430,Chevrolet,Kalos,2005,2008
431,Chevrolet,Caprice,,
432,Chevrolet,Nubira,,
433,Chevrolet,Captiva,,
434,Chevrolet,Matiz,,
435,Chevrolet,Alero,,
436,Chevrolet,Lacetti,,
437,Chevrolet,Colorado,,
438,Chevrolet,Beretta,,
439,Chevrolet,Chevelle,,
440,Chevrolet,Tacuma,,
441,Chevrolet,Epica,,
442,Chevrolet,Cruze,2009,2016
443,Chevrolet,Avalanche,,
444,Chevrolet,Corsica,,
445,Chevrolet,Evanda,,
446,Chevrolet,Uplander,,
447,Chevrolet,Aveo,,
448,Chevrolet,Spark,,
449,Chevrolet,Nova,,
450,Chevrolet,Orlando,2011,
451,Chevrolet,Bel Air,,
452,Chevrolet,Impala,,
453,Chevrolet,Equinox,,
454,Chevrolet,HHR,,
455,Chevrolet,El Camino,,
456,Chevrolet,Lumina,,
457,Chevrolet,Monza,,
458,Chevrolet,Malibu,,
459,Chevrolet,Citation,,
460,Chevrolet,Cavalier,,
461,Chevrolet,SSR,,
462,Chevrolet,Corvair,,
463,Chevrolet,Celebrity,,
464,Chevrolet,Monte Carlo,,
465,Chevrolet,Yukon,,
466,Chevrolet,Express,,
467,Chevrolet,Vega,,
468,Chevrolet,Envoy,,
469,Chevrolet,Trax,,
470,Chrysler,Voyager,2008,2016
471,Chrysler,Voyager,2004,2007
472,Chrysler,Voyager,2001,2004
473,Chrysler,Voyager,1996,2001
474,Chrysler,Voyager,1991,1995
475,Chrysler,Voyager,1988,1990
476,Chrysler,PT Cruiser,,
477,Chrysler,Stratus,1995,2001
478,Chrysler,Sebring (FJ - JX),1995,2000
479,Chrysler,300M,,
480,Chrysler,Neon II,2000,2005
481,Chrysler,Neon I,1995,1999
482,Chrysler,300 - 300C,2005,2010
483,Chrysler,LeBaron,,
484,Chrysler,Vision,,
485,Chrysler,New Yorker,,
486,Chrysler,Valiant,,
487,Chrysler,Crossfire,,
488,Chrysler,Concorde,1998,2004
489,Chrysler,Viper,,
490,Chrysler,Challenger,,
491,Chrysler,Belvedere,,
492,Chrysler,Satellite,,
493,Chrysler,LHS,,
494,Chrysler,Pacifica,,
495,Chrysler,Saratoga,,
496,Chrysler,Aspen,2007,2009
497,Chrysler,Charger,,
498,Chrysler,Volare,,
499,Chrysler,Town & Country V,2008,2016
500,Citroen,C5,2008,2016
501,Citroen,C5,2005,2008
502,Citroen,C5,2001,2004
503,Citroen,Berlingo,2008,2018
504,Citroen,Berlingo,2003,2007
505,Citroen,Berlingo,1996,2002
506,Citroen,Xsara,,
507,Citroen,Xsara Picasso,,
508,Citroen,C3,2010,2016
509,Citroen,C3,2005,2010
510,Citroen,C3,2002,2004
511,Citroen,C3 Pluriel,,
512,Citroen,C3 Picasso,,
513,Citroen,C4 Cactus,2014,
514,Citroen,C4 II Picasso,2013,2018
515,Citroen,C4 II,2011,2016
516,Citroen,C4 Grand Picasso,2007,2013
517,Citroen,C4 I Picasso,2006,2013
518,Citroen,C4 I,2004,2010
519,Citroen,C4 Aircross,,
520,Citroen,Xantia,,
521,Citroen,Jumpy,2007,2016
522,Citroen,Jumpy,1995,2006
523,Citroen,Jumper,2014,
524,Citroen,Jumper,2007,2013
525,Citroen,Jumper,2002,2006
526,Citroen,Jumper,1994,2001
527,Citroen,XM,,
528,Citroen,ZX,,
529,Citroen,BX,,
530,Citroen,Evasion,,
531,Citroen,C2,,
532,Citroen,C8,,
533,Citroen,C25,,
534,Citroen,C1,2014,
535,Citroen,C1,2006,2013
536,Citroen,AX,,
537,Citroen,CX,,
538,Citroen,Nemo,,
539,Citroen,Saxo,,
540,Citroen,Visa,,
541,Citroen,C-Crosser,,
542,Citroen,GS,,
543,Citroen,C6,,
544,Citroen,GSA,,
545,Citroen,DS3,,
546,Citroen,ID-DS Serie,,
547,Citroen,DS5,2011,2018
548,Citroen,B19,,
549,Citroen,DS4,,
550,Citroen,C15,,
551,Dacia,Logan Pick-Up,2005,
552,Dacia,Logan I,2004,2012
553,Dacia,Logan VAN,2007,
554,Dacia,Sandero,2008,2012
555,Dacia,Duster,2010,2017
556,Dacia,Aro,1980,
557,Dacia,Lodgy,2012,
558,Dacia,Dokker,2012,
559,Daewoo,Matiz,,
560,Daewoo,Nubira,,
561,Daewoo,Lanos,,
562,Daewoo,Kalos,,
